,date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
17420,2018-07-01 11:15:00,3.35,0.0,9.43,0.0,100.0,40500,Weekend,Sunday,Light_Load
17421,2018-07-01 11:30:00,3.02,0.0,6.08,0.0,100.0,41400,Weekend,Sunday,Light_Load
17422,2018-07-01 11:45:00,2.84,0.0,5.72,0.0,100.0,42300,Weekend,Sunday,Light_Load
17423,2018-07-01 12:00:00,2.81,0.0,5.51,0.0,100.0,43200,Weekend,Sunday,Light_Load
17424,2018-07-01 12:15:00,2.95,0.0,11.3,0.0,100.0,44100,Weekend,Sunday,Light_Load
17425,2018-07-01 12:30:00,3.13,0.0,17.14,0.0,100.0,45000,Weekend,Sunday,Light_Load
17426,2018-07-01 12:45:00,3.1,0.0,17.03,0.0,100.0,45900,Weekend,Sunday,Light_Load
17427,2018-07-01 13:00:00,3.06,0.0,17.14,0.0,100.0,46800,Weekend,Sunday,Light_Load
17428,2018-07-01 13:15:00,3.42,0.0,23.18,0.0,100.0,47700,Weekend,Sunday,Light_Load
17429,2018-07-01 13:30:00,3.6,0.0,25.45,0.0,100.0,48600,Weekend,Sunday,Light_Load
17430,2018-07-01 13:45:00,2.99,0.0,17.46,0.0,100.0,49500,Weekend,Sunday,Light_Load
17431,2018-07-01 14:00:00,2.95,0.0,17.53,0.0,100.0,50400,Weekend,Sunday,Light_Load
17432,2018-07-01 14:15:00,2.99,0.0,17.5,0.0,100.0,51300,Weekend,Sunday,Light_Load
17433,2018-07-01 14:30:00,2.99,0.0,17.39,0.0,100.0,52200,Weekend,Sunday,Light_Load
17434,2018-07-01 14:45:00,3.02,0.0,17.35,0.0,100.0,53100,Weekend,Sunday,Light_Load
17435,2018-07-01 15:00:00,2.99,0.0,17.35,0.0,100.0,54000,Weekend,Sunday,Light_Load
17436,2018-07-01 15:15:00,2.99,0.0,17.39,0.0,100.0,54900,Weekend,Sunday,Light_Load
17437,2018-07-01 15:30:00,3.56,0.0,25.52,0.0,100.0,55800,Weekend,Sunday,Light_Load
17438,2018-07-01 15:45:00,3.17,0.0,19.12,0.0,100.0,56700,Weekend,Sunday,Light_Load
17439,2018-07-01 16:00:00,2.92,0.0,17.5,0.0,100.0,57600,Weekend,Sunday,Light_Load
17440,2018-07-01 16:15:00,2.92,0.0,17.57,0.0,100.0,58500,Weekend,Sunday,Light_Load
17441,2018-07-01 16:30:00,2.95,0.0,17.53,0.0,100.0,59400,Weekend,Sunday,Light_Load
17442,2018-07-01 16:45:00,2.95,0.0,17.5,0.0,100.0,60300,Weekend,Sunday,Light_Load
17443,2018-07-01 17:00:00,2.95,0.0,17.42,0.0,100.0,61200,Weekend,Sunday,Light_Load
17444,2018-07-01 17:15:00,2.99,0.0,17.46,0.0,100.0,62100,Weekend,Sunday,Light_Load
17445,2018-07-01 17:30:00,2.99,0.0,17.46,0.0,100.0,63000,Weekend,Sunday,Light_Load
17446,2018-07-01 17:45:00,2.95,0.0,17.5,0.0,100.0,63900,Weekend,Sunday,Light_Load
17447,2018-07-01 18:00:00,3.06,0.0,17.14,0.0,100.0,64800,Weekend,Sunday,Light_Load
17448,2018-07-01 18:15:00,2.88,0.0,8.17,0.0,100.0,65700,Weekend,Sunday,Light_Load
17449,2018-07-01 18:30:00,2.84,0.0,5.4,0.0,100.0,66600,Weekend,Sunday,Light_Load
17450,2018-07-01 18:45:00,3.06,0.0,13.39,0.0,100.0,67500,Weekend,Sunday,Light_Load
17451,2018-07-01 19:00:00,3.74,0.0,25.56,0.0,100.0,68400,Weekend,Sunday,Light_Load
17452,2018-07-01 19:15:00,3.56,0.0,24.88,0.0,100.0,69300,Weekend,Sunday,Light_Load
17453,2018-07-01 19:30:00,3.53,0.0,24.3,0.0,100.0,70200,Weekend,Sunday,Light_Load
17454,2018-07-01 19:45:00,3.02,0.0,17.39,0.0,100.0,71100,Weekend,Sunday,Light_Load
17455,2018-07-01 20:00:00,3.06,0.0,17.35,0.0,100.0,72000,Weekend,Sunday,Light_Load
17456,2018-07-01 20:15:00,3.06,0.0,17.39,0.0,100.0,72900,Weekend,Sunday,Light_Load
17457,2018-07-01 20:30:00,3.1,0.0,17.39,0.0,100.0,73800,Weekend,Sunday,Light_Load
17458,2018-07-01 20:45:00,3.06,0.0,17.39,0.0,100.0,74700,Weekend,Sunday,Light_Load
17459,2018-07-01 21:00:00,3.06,0.0,17.39,0.0,100.0,75600,Weekend,Sunday,Light_Load
17460,2018-07-01 21:15:00,3.06,0.0,17.32,0.0,100.0,76500,Weekend,Sunday,Light_Load
17461,2018-07-01 21:30:00,3.06,0.0,17.32,0.0,100.0,77400,Weekend,Sunday,Light_Load
17462,2018-07-01 21:45:00,3.06,0.0,17.28,0.0,100.0,78300,Weekend,Sunday,Light_Load
17463,2018-07-01 22:00:00,3.06,0.0,17.32,0.0,100.0,79200,Weekend,Sunday,Light_Load
17464,2018-07-01 22:15:00,2.99,0.86,10.62,0.0,96.1,80100,Weekend,Sunday,Light_Load
17465,2018-07-01 22:30:00,2.88,3.92,0.0,0.0,59.21,81000,Weekend,Sunday,Light_Load
17466,2018-07-01 22:45:00,2.84,3.96,0.0,0.0,58.28,81900,Weekend,Sunday,Light_Load
17467,2018-07-01 23:00:00,2.81,3.92,0.0,0.0,58.26,82800,Weekend,Sunday,Light_Load
17468,2018-07-01 23:15:00,3.35,3.46,0.0,0.0,69.56,83700,Weekend,Sunday,Light_Load
17469,2018-07-01 23:30:00,2.92,3.67,0.0,0.0,62.26,84600,Weekend,Sunday,Light_Load
17470,2018-07-01 23:45:00,2.81,3.74,0.0,0.0,60.07,85500,Weekend,Sunday,Light_Load
17471,2018-07-01 00:00:00,2.88,3.92,0.0,0.0,59.21,0,Weekend,Sunday,Light_Load
17472,2018-07-02 00:15:00,2.81,4.03,0.0,0.0,57.2,900,Weekday,Monday,Light_Load
17473,2018-07-02 00:30:00,2.84,4.0,0.0,0.0,57.89,1800,Weekday,Monday,Light_Load
17474,2018-07-02 00:45:00,2.88,4.18,0.0,0.0,56.74,2700,Weekday,Monday,Light_Load
17475,2018-07-02 01:00:00,3.28,4.36,0.0,0.0,60.12,3600,Weekday,Monday,Light_Load
17476,2018-07-02 01:15:00,3.38,4.54,0.0,0.0,59.72,4500,Weekday,Monday,Light_Load
17477,2018-07-02 01:30:00,2.88,4.25,0.0,0.0,56.1,5400,Weekday,Monday,Light_Load
17478,2018-07-02 01:45:00,2.92,4.28,0.0,0.0,56.36,6300,Weekday,Monday,Light_Load
17479,2018-07-02 02:00:00,2.92,4.39,0.0,0.0,55.38,7200,Weekday,Monday,Light_Load
17480,2018-07-02 02:15:00,2.92,4.5,0.0,0.0,54.43,8100,Weekday,Monday,Light_Load
17481,2018-07-02 02:30:00,2.88,4.5,0.0,0.0,53.91,9000,Weekday,Monday,Light_Load
17482,2018-07-02 02:45:00,2.92,4.5,0.0,0.0,54.43,9900,Weekday,Monday,Light_Load
17483,2018-07-02 03:00:00,3.38,4.25,0.0,0.0,62.24,10800,Weekday,Monday,Light_Load
17484,2018-07-02 03:15:00,3.13,4.36,0.0,0.0,58.32,11700,Weekday,Monday,Light_Load
17485,2018-07-02 03:30:00,2.95,4.46,0.0,0.0,55.17,12600,Weekday,Monday,Light_Load
17486,2018-07-02 03:45:00,2.92,4.36,0.0,0.0,55.65,13500,Weekday,Monday,Light_Load
17487,2018-07-02 04:00:00,2.84,4.25,0.0,0.0,55.56,14400,Weekday,Monday,Light_Load
17488,2018-07-02 04:15:00,2.92,4.25,0.0,0.0,56.63,15300,Weekday,Monday,Light_Load
17489,2018-07-02 04:30:00,2.84,4.18,0.0,0.0,56.2,16200,Weekday,Monday,Light_Load
17490,2018-07-02 04:45:00,2.88,4.28,0.0,0.0,55.83,17100,Weekday,Monday,Light_Load
17491,2018-07-02 05:00:00,2.88,4.36,0.0,0.0,55.12,18000,Weekday,Monday,Light_Load
17492,2018-07-02 05:15:00,2.88,4.39,0.0,0.0,54.85,18900,Weekday,Monday,Light_Load
17493,2018-07-02 05:30:00,2.84,4.39,0.0,0.0,54.32,19800,Weekday,Monday,Light_Load
17494,2018-07-02 05:45:00,2.88,4.46,0.0,0.0,54.25,20700,Weekday,Monday,Light_Load
17495,2018-07-02 06:00:00,2.84,4.39,0.0,0.0,54.32,21600,Weekday,Monday,Light_Load
17496,2018-07-02 06:15:00,2.81,4.14,0.0,0.0,56.16,22500,Weekday,Monday,Light_Load
17497,2018-07-02 06:30:00,2.81,4.18,0.0,0.0,55.79,23400,Weekday,Monday,Light_Load
17498,2018-07-02 06:45:00,3.42,4.61,0.0,0.0,59.58,24300,Weekday,Monday,Light_Load
17499,2018-07-02 07:00:00,3.78,4.5,0.0,0.0,64.32,25200,Weekday,Monday,Light_Load
17500,2018-07-02 07:15:00,3.06,3.53,0.0,0.0,65.5,26100,Weekday,Monday,Light_Load
17501,2018-07-02 07:30:00,2.99,3.53,0.0,0.0,64.63,27000,Weekday,Monday,Light_Load
17502,2018-07-02 07:45:00,3.02,3.31,0.0,0.0,67.4,27900,Weekday,Monday,Light_Load
17503,2018-07-02 08:00:00,2.99,3.42,0.0,0.0,65.82,28800,Weekday,Monday,Light_Load
17504,2018-07-02 08:15:00,18.61,18.22,0.0,0.01,71.46,29700,Weekday,Monday,Light_Load
17505,2018-07-02 08:30:00,39.53,39.71,0.0,0.02,70.55,30600,Weekday,Monday,Light_Load
17506,2018-07-02 08:45:00,44.89,47.7,0.0,0.02,68.53,31500,Weekday,Monday,Light_Load
17507,2018-07-02 09:00:00,48.31,30.2,0.0,0.02,84.79,32400,Weekday,Monday,Light_Load
17508,2018-07-02 09:15:00,51.3,23.44,0.0,0.02,90.96,33300,Weekday,Monday,Medium_Load
17509,2018-07-02 09:30:00,50.18,20.45,0.0,0.02,92.61,34200,Weekday,Monday,Medium_Load
17510,2018-07-02 09:45:00,61.85,28.8,0.0,0.03,90.65,35100,Weekday,Monday,Medium_Load
17511,2018-07-02 10:00:00,71.35,39.02,0.0,0.03,87.74,36000,Weekday,Monday,Medium_Load
17512,2018-07-02 10:15:00,72.68,53.35,0.0,0.03,80.61,36900,Weekday,Monday,Maximum_Load
17513,2018-07-02 10:30:00,59.72,34.52,0.0,0.03,86.58,37800,Weekday,Monday,Maximum_Load
17514,2018-07-02 10:45:00,59.11,29.38,0.0,0.03,89.55,38700,Weekday,Monday,Maximum_Load
17515,2018-07-02 11:00:00,56.45,26.6,0.0,0.03,90.46,39600,Weekday,Monday,Maximum_Load
17516,2018-07-02 11:15:00,70.52,51.73,0.0,0.03,80.63,40500,Weekday,Monday,Maximum_Load
17517,2018-07-02 11:30:00,65.7,50.72,0.0,0.03,79.16,41400,Weekday,Monday,Maximum_Load
17518,2018-07-02 11:45:00,70.7,61.38,0.0,0.03,75.51,42300,Weekday,Monday,Maximum_Load
17519,2018-07-02 12:00:00,63.76,53.6,0.0,0.03,76.55,43200,Weekday,Monday,Maximum_Load
17520,2018-07-02 12:15:00,8.24,2.02,10.66,0.0,97.12,44100,Weekday,Monday,Medium_Load
17521,2018-07-02 12:30:00,5.08,0.0,23.54,0.0,100.0,45000,Weekday,Monday,Medium_Load
17522,2018-07-02 12:45:00,5.58,0.0,25.81,0.0,100.0,45900,Weekday,Monday,Medium_Load
17523,2018-07-02 13:00:00,5.51,0.0,25.99,0.0,100.0,46800,Weekday,Monday,Medium_Load
17524,2018-07-02 13:15:00,40.1,14.65,4.93,0.02,93.93,47700,Weekday,Monday,Maximum_Load
17525,2018-07-02 13:30:00,61.81,32.51,0.0,0.03,88.5,48600,Weekday,Monday,Maximum_Load
17526,2018-07-02 13:45:00,87.7,58.36,0.0,0.04,83.25,49500,Weekday,Monday,Maximum_Load
17527,2018-07-02 14:00:00,69.12,49.9,0.0,0.03,81.08,50400,Weekday,Monday,Maximum_Load
17528,2018-07-02 14:15:00,58.1,29.3,0.0,0.03,89.29,51300,Weekday,Monday,Maximum_Load
17529,2018-07-02 14:30:00,56.77,26.53,0.0,0.03,90.6,52200,Weekday,Monday,Maximum_Load
17530,2018-07-02 14:45:00,59.8,29.02,0.0,0.03,89.97,53100,Weekday,Monday,Maximum_Load
17531,2018-07-02 15:00:00,57.28,27.29,0.0,0.03,90.28,54000,Weekday,Monday,Maximum_Load
17532,2018-07-02 15:15:00,68.04,36.14,0.0,0.03,88.31,54900,Weekday,Monday,Maximum_Load
17533,2018-07-02 15:30:00,63.54,39.46,0.0,0.03,84.95,55800,Weekday,Monday,Maximum_Load
17534,2018-07-02 15:45:00,70.31,41.47,0.0,0.03,86.13,56700,Weekday,Monday,Maximum_Load
17535,2018-07-02 16:00:00,62.32,33.66,0.0,0.03,87.99,57600,Weekday,Monday,Maximum_Load
17536,2018-07-02 16:15:00,53.1,26.1,0.0,0.02,89.74,58500,Weekday,Monday,Maximum_Load
17537,2018-07-02 16:30:00,51.52,25.56,0.0,0.02,89.58,59400,Weekday,Monday,Maximum_Load
17538,2018-07-02 16:45:00,49.75,20.92,0.0,0.02,92.18,60300,Weekday,Monday,Maximum_Load
17539,2018-07-02 17:00:00,58.03,29.45,0.0,0.03,89.17,61200,Weekday,Monday,Maximum_Load
17540,2018-07-02 17:15:00,57.24,29.05,0.0,0.03,89.17,62100,Weekday,Monday,Medium_Load
17541,2018-07-02 17:30:00,57.46,31.18,0.0,0.03,87.89,63000,Weekday,Monday,Medium_Load
17542,2018-07-02 17:45:00,34.7,2.74,3.96,0.02,99.69,63900,Weekday,Monday,Medium_Load
17543,2018-07-02 18:00:00,27.43,0.0,9.11,0.01,100.0,64800,Weekday,Monday,Medium_Load
17544,2018-07-02 18:15:00,31.68,12.49,2.02,0.01,93.03,65700,Weekday,Monday,Medium_Load
17545,2018-07-02 18:30:00,53.03,35.39,0.0,0.02,83.18,66600,Weekday,Monday,Medium_Load
17546,2018-07-02 18:45:00,40.5,16.13,0.04,0.02,92.9,67500,Weekday,Monday,Medium_Load
17547,2018-07-02 19:00:00,35.96,3.35,0.04,0.02,99.57,68400,Weekday,Monday,Medium_Load
17548,2018-07-02 19:15:00,40.18,4.86,0.04,0.02,99.28,69300,Weekday,Monday,Medium_Load
17549,2018-07-02 19:30:00,44.57,9.47,0.0,0.02,97.82,70200,Weekday,Monday,Medium_Load
17550,2018-07-02 19:45:00,44.5,9.11,0.04,0.02,97.97,71100,Weekday,Monday,Medium_Load
17551,2018-07-02 20:00:00,45.43,10.44,0.04,0.02,97.46,72000,Weekday,Monday,Medium_Load
17552,2018-07-02 20:15:00,46.08,10.08,0.04,0.02,97.69,72900,Weekday,Monday,Medium_Load
17553,2018-07-02 20:30:00,46.62,10.48,0.0,0.02,97.57,73800,Weekday,Monday,Medium_Load
17554,2018-07-02 20:45:00,47.63,12.35,0.0,0.02,96.8,74700,Weekday,Monday,Medium_Load
17555,2018-07-02 21:00:00,18.14,2.3,11.2,0.01,99.21,75600,Weekday,Monday,Medium_Load
17556,2018-07-02 21:15:00,4.46,0.0,25.31,0.0,100.0,76500,Weekday,Monday,Medium_Load
17557,2018-07-02 21:30:00,3.82,0.0,24.84,0.0,100.0,77400,Weekday,Monday,Medium_Load
17558,2018-07-02 21:45:00,3.78,0.0,22.14,0.0,100.0,78300,Weekday,Monday,Medium_Load
17559,2018-07-02 22:00:00,3.82,0.0,22.64,0.0,100.0,79200,Weekday,Monday,Medium_Load
17560,2018-07-02 22:15:00,3.71,1.04,12.85,0.0,96.29,80100,Weekday,Monday,Medium_Load
17561,2018-07-02 22:30:00,3.6,4.79,0.0,0.0,60.08,81000,Weekday,Monday,Medium_Load
17562,2018-07-02 22:45:00,3.46,4.79,0.0,0.0,58.56,81900,Weekday,Monday,Medium_Load
17563,2018-07-02 23:00:00,3.46,4.93,0.0,0.0,57.45,82800,Weekday,Monday,Medium_Load
17564,2018-07-02 23:15:00,3.46,4.68,0.0,0.0,59.45,83700,Weekday,Monday,Light_Load
17565,2018-07-02 23:30:00,3.46,4.68,0.0,0.0,59.45,84600,Weekday,Monday,Light_Load
17566,2018-07-02 23:45:00,3.42,4.61,0.0,0.0,59.58,85500,Weekday,Monday,Light_Load
17567,2018-07-02 00:00:00,3.2,4.82,0.0,0.0,55.31,0,Weekday,Monday,Light_Load
17568,2018-07-03 00:15:00,2.84,4.93,0.0,0.0,49.92,900,Weekday,Tuesday,Light_Load
17569,2018-07-03 00:30:00,2.88,5.08,0.0,0.0,49.32,1800,Weekday,Tuesday,Light_Load
17570,2018-07-03 00:45:00,2.95,5.44,0.0,0.0,47.67,2700,Weekday,Tuesday,Light_Load
17571,2018-07-03 01:00:00,2.92,5.11,0.0,0.0,49.61,3600,Weekday,Tuesday,Light_Load
17572,2018-07-03 01:15:00,3.38,4.57,0.0,0.0,59.46,4500,Weekday,Tuesday,Light_Load
17573,2018-07-03 01:30:00,3.2,4.43,0.0,0.0,58.56,5400,Weekday,Tuesday,Light_Load
17574,2018-07-03 01:45:00,2.7,4.07,0.0,0.0,55.28,6300,Weekday,Tuesday,Light_Load
17575,2018-07-03 02:00:00,2.77,4.18,0.0,0.0,55.24,7200,Weekday,Tuesday,Light_Load
17576,2018-07-03 02:15:00,2.81,4.39,0.0,0.0,53.91,8100,Weekday,Tuesday,Light_Load
17577,2018-07-03 02:30:00,2.81,4.39,0.0,0.0,53.91,9000,Weekday,Tuesday,Light_Load
17578,2018-07-03 02:45:00,2.84,4.21,0.0,0.0,55.92,9900,Weekday,Tuesday,Light_Load
17579,2018-07-03 03:00:00,2.81,4.36,0.0,0.0,54.17,10800,Weekday,Tuesday,Light_Load
17580,2018-07-03 03:15:00,2.84,4.43,0.0,0.0,53.97,11700,Weekday,Tuesday,Light_Load
17581,2018-07-03 03:30:00,2.81,4.32,0.0,0.0,54.53,12600,Weekday,Tuesday,Light_Load
17582,2018-07-03 03:45:00,3.06,4.18,0.0,0.0,59.07,13500,Weekday,Tuesday,Light_Load
17583,2018-07-03 04:00:00,3.24,4.03,0.0,0.0,62.66,14400,Weekday,Tuesday,Light_Load
17584,2018-07-03 04:15:00,2.84,4.43,0.0,0.0,53.97,15300,Weekday,Tuesday,Light_Load
17585,2018-07-03 04:30:00,2.81,4.54,0.0,0.0,52.63,16200,Weekday,Tuesday,Light_Load
17586,2018-07-03 04:45:00,2.84,4.43,0.0,0.0,53.97,17100,Weekday,Tuesday,Light_Load
17587,2018-07-03 05:00:00,2.81,4.57,0.0,0.0,52.38,18000,Weekday,Tuesday,Light_Load
17588,2018-07-03 05:15:00,2.81,4.75,0.0,0.0,50.92,18900,Weekday,Tuesday,Light_Load
17589,2018-07-03 05:30:00,2.81,4.79,0.0,0.0,50.6,19800,Weekday,Tuesday,Light_Load
17590,2018-07-03 05:45:00,2.84,4.82,0.0,0.0,50.76,20700,Weekday,Tuesday,Light_Load
17591,2018-07-03 06:00:00,2.77,4.68,0.0,0.0,50.93,21600,Weekday,Tuesday,Light_Load
17592,2018-07-03 06:15:00,2.77,4.68,0.0,0.0,50.93,22500,Weekday,Tuesday,Light_Load
17593,2018-07-03 06:30:00,2.77,4.5,0.0,0.0,52.42,23400,Weekday,Tuesday,Light_Load
17594,2018-07-03 06:45:00,2.77,4.5,0.0,0.0,52.42,24300,Weekday,Tuesday,Light_Load
17595,2018-07-03 07:00:00,2.77,4.43,0.0,0.0,53.02,25200,Weekday,Tuesday,Light_Load
17596,2018-07-03 07:15:00,2.77,4.32,0.0,0.0,53.98,26100,Weekday,Tuesday,Light_Load
17597,2018-07-03 07:30:00,3.53,5.26,0.0,0.0,55.72,27000,Weekday,Tuesday,Light_Load
17598,2018-07-03 07:45:00,3.67,5.18,0.0,0.0,57.81,27900,Weekday,Tuesday,Light_Load
17599,2018-07-03 08:00:00,5.22,6.12,0.0,0.0,64.89,28800,Weekday,Tuesday,Light_Load
17600,2018-07-03 08:15:00,30.42,27.61,0.0,0.01,74.05,29700,Weekday,Tuesday,Light_Load
17601,2018-07-03 08:30:00,41.44,36.5,0.0,0.02,75.04,30600,Weekday,Tuesday,Light_Load
17602,2018-07-03 08:45:00,48.31,47.3,0.0,0.02,71.45,31500,Weekday,Tuesday,Light_Load
17603,2018-07-03 09:00:00,59.04,36.68,0.0,0.03,84.94,32400,Weekday,Tuesday,Light_Load
17604,2018-07-03 09:15:00,60.62,27.76,0.0,0.03,90.92,33300,Weekday,Tuesday,Medium_Load
17605,2018-07-03 09:30:00,61.13,32.22,0.0,0.03,88.46,34200,Weekday,Tuesday,Medium_Load
17606,2018-07-03 09:45:00,71.82,39.6,0.0,0.03,87.57,35100,Weekday,Tuesday,Medium_Load
17607,2018-07-03 10:00:00,62.71,31.46,0.0,0.03,89.38,36000,Weekday,Tuesday,Medium_Load
17608,2018-07-03 10:15:00,49.86,20.92,0.0,0.02,92.21,36900,Weekday,Tuesday,Maximum_Load
17609,2018-07-03 10:30:00,46.73,18.43,0.0,0.02,93.03,37800,Weekday,Tuesday,Maximum_Load
17610,2018-07-03 10:45:00,57.42,28.04,0.0,0.03,89.86,38700,Weekday,Tuesday,Maximum_Load
17611,2018-07-03 11:00:00,59.83,27.43,0.0,0.03,90.9,39600,Weekday,Tuesday,Maximum_Load
17612,2018-07-03 11:15:00,71.14,47.63,0.0,0.03,83.1,40500,Weekday,Tuesday,Maximum_Load
17613,2018-07-03 11:30:00,54.4,42.37,0.0,0.02,78.89,41400,Weekday,Tuesday,Maximum_Load
17614,2018-07-03 11:45:00,57.64,45.07,0.0,0.03,78.78,42300,Weekday,Tuesday,Maximum_Load
17615,2018-07-03 12:00:00,66.67,51.48,0.0,0.03,79.15,43200,Weekday,Tuesday,Maximum_Load
17616,2018-07-03 12:15:00,23.72,15.34,8.89,0.01,83.97,44100,Weekday,Tuesday,Medium_Load
17617,2018-07-03 12:30:00,4.1,0.0,17.14,0.0,100.0,45000,Weekday,Tuesday,Medium_Load
17618,2018-07-03 12:45:00,4.21,0.0,16.7,0.0,100.0,45900,Weekday,Tuesday,Medium_Load
17619,2018-07-03 13:00:00,4.79,0.0,23.54,0.0,100.0,46800,Weekday,Tuesday,Medium_Load
17620,2018-07-03 13:15:00,38.3,10.94,4.39,0.02,96.15,47700,Weekday,Tuesday,Maximum_Load
17621,2018-07-03 13:30:00,66.17,32.44,0.0,0.03,89.79,48600,Weekday,Tuesday,Maximum_Load
17622,2018-07-03 13:45:00,55.48,23.62,0.0,0.03,92.01,49500,Weekday,Tuesday,Maximum_Load
17623,2018-07-03 14:00:00,57.35,27.47,0.0,0.03,90.19,50400,Weekday,Tuesday,Maximum_Load
17624,2018-07-03 14:15:00,48.74,21.56,0.0,0.02,91.45,51300,Weekday,Tuesday,Maximum_Load
17625,2018-07-03 14:30:00,52.78,25.56,0.0,0.02,90.0,52200,Weekday,Tuesday,Maximum_Load
17626,2018-07-03 14:45:00,71.32,39.06,0.0,0.03,87.71,53100,Weekday,Tuesday,Maximum_Load
17627,2018-07-03 15:00:00,53.82,26.42,0.0,0.02,89.77,54000,Weekday,Tuesday,Maximum_Load
17628,2018-07-03 15:15:00,67.0,34.7,0.0,0.03,88.8,54900,Weekday,Tuesday,Maximum_Load
17629,2018-07-03 15:30:00,56.74,29.59,0.0,0.03,88.67,55800,Weekday,Tuesday,Maximum_Load
17630,2018-07-03 15:45:00,78.34,27.97,0.0,0.04,94.18,56700,Weekday,Tuesday,Maximum_Load
17631,2018-07-03 16:00:00,105.66,36.97,0.0,0.05,94.39,57600,Weekday,Tuesday,Maximum_Load
17632,2018-07-03 16:15:00,64.37,23.54,0.0,0.03,93.92,58500,Weekday,Tuesday,Maximum_Load
17633,2018-07-03 16:30:00,66.74,26.1,0.0,0.03,93.13,59400,Weekday,Tuesday,Maximum_Load
17634,2018-07-03 16:45:00,95.54,35.35,0.0,0.04,93.79,60300,Weekday,Tuesday,Maximum_Load
17635,2018-07-03 17:00:00,113.26,42.41,0.0,0.05,93.65,61200,Weekday,Tuesday,Maximum_Load
17636,2018-07-03 17:15:00,72.47,28.4,0.0,0.03,93.11,62100,Weekday,Tuesday,Medium_Load
17637,2018-07-03 17:30:00,73.48,30.96,0.0,0.03,92.15,63000,Weekday,Tuesday,Medium_Load
17638,2018-07-03 17:45:00,43.7,4.21,0.47,0.02,99.54,63900,Weekday,Tuesday,Medium_Load
17639,2018-07-03 18:00:00,31.43,0.18,7.06,0.01,100.0,64800,Weekday,Tuesday,Medium_Load
17640,2018-07-03 18:15:00,42.05,20.05,1.44,0.02,90.26,65700,Weekday,Tuesday,Medium_Load
17641,2018-07-03 18:30:00,70.2,40.75,0.0,0.03,86.48,66600,Weekday,Tuesday,Medium_Load
17642,2018-07-03 18:45:00,57.53,21.56,0.0,0.03,93.64,67500,Weekday,Tuesday,Medium_Load
17643,2018-07-03 19:00:00,71.21,22.82,0.0,0.03,95.23,68400,Weekday,Tuesday,Medium_Load
17644,2018-07-03 19:15:00,81.07,27.14,0.0,0.04,94.83,69300,Weekday,Tuesday,Medium_Load
17645,2018-07-03 19:30:00,103.36,34.7,0.0,0.05,94.8,70200,Weekday,Tuesday,Medium_Load
17646,2018-07-03 19:45:00,90.83,35.82,0.0,0.04,93.03,71100,Weekday,Tuesday,Medium_Load
17647,2018-07-03 20:00:00,109.73,42.48,0.0,0.05,93.26,72000,Weekday,Tuesday,Medium_Load
17648,2018-07-03 20:15:00,106.56,37.55,0.0,0.05,94.32,72900,Weekday,Tuesday,Medium_Load
17649,2018-07-03 20:30:00,76.1,15.12,0.04,0.03,98.08,73800,Weekday,Tuesday,Medium_Load
17650,2018-07-03 20:45:00,92.38,18.94,0.0,0.04,97.96,74700,Weekday,Tuesday,Medium_Load
17651,2018-07-03 21:00:00,77.04,13.86,1.12,0.04,98.42,75600,Weekday,Tuesday,Medium_Load
17652,2018-07-03 21:15:00,27.11,0.0,8.71,0.01,100.0,76500,Weekday,Tuesday,Medium_Load
17653,2018-07-03 21:30:00,27.79,0.32,8.24,0.01,99.99,77400,Weekday,Tuesday,Medium_Load
17654,2018-07-03 21:45:00,14.33,0.0,18.0,0.01,100.0,78300,Weekday,Tuesday,Medium_Load
17655,2018-07-03 22:00:00,4.18,0.0,25.56,0.0,100.0,79200,Weekday,Tuesday,Medium_Load
17656,2018-07-03 22:15:00,3.85,0.94,15.01,0.0,97.15,80100,Weekday,Tuesday,Medium_Load
17657,2018-07-03 22:30:00,3.53,4.28,0.0,0.0,63.63,81000,Weekday,Tuesday,Medium_Load
17658,2018-07-03 22:45:00,3.56,4.25,0.0,0.0,64.21,81900,Weekday,Tuesday,Medium_Load
17659,2018-07-03 23:00:00,3.6,4.28,0.0,0.0,64.37,82800,Weekday,Tuesday,Medium_Load
17660,2018-07-03 23:15:00,3.46,4.28,0.0,0.0,62.87,83700,Weekday,Tuesday,Light_Load
17661,2018-07-03 23:30:00,3.46,4.03,0.0,0.0,65.14,84600,Weekday,Tuesday,Light_Load
17662,2018-07-03 23:45:00,3.49,4.21,0.0,0.0,63.82,85500,Weekday,Tuesday,Light_Load
17663,2018-07-03 00:00:00,3.42,4.03,0.0,0.0,64.7,0,Weekday,Tuesday,Light_Load
17664,2018-07-04 00:15:00,3.2,3.6,0.0,0.0,66.44,900,Weekday,Wednesday,Light_Load
17665,2018-07-04 00:30:00,2.81,3.56,0.0,0.0,61.96,1800,Weekday,Wednesday,Light_Load
17666,2018-07-04 00:45:00,3.24,4.39,0.0,0.0,59.38,2700,Weekday,Wednesday,Light_Load
17667,2018-07-04 01:00:00,3.42,4.61,0.0,0.0,59.58,3600,Weekday,Wednesday,Light_Load
17668,2018-07-04 01:15:00,2.95,3.89,0.0,0.0,60.43,4500,Weekday,Wednesday,Light_Load
